text,sentiment
RT @ScorpionsPriest: Best moment of the #GOPDebate last night: Rand telling Christie to go get another hug from Obama.,Positive
"Winning a presidential debate is the dumbest concept. It's supposed to be a discussion of ideas, not a pissing contest. #GOPDebate",Negative
Great #GOPDebate analysis from @SWGoldman: http://t.co/DfPImpxSAv,Positive
"RT @RWSurferGirl: It is very disappointing that Fox News is not conducting a ""Fair &amp; Balanced"" Debate. 🇺🇸 #GOPDebate  #GOPDebates",Negative
"Ben Carson, solidifying the black vote. #GOPDebates",Positive
"New game! 1 person CAN'T win. Players close eyes &amp; try to find them by saying ""Marco"", &amp; waiting for the loser to reply, ""Rubio"". #GOPDebate",Negative
"#GOPDebate Reps, aside from Trump and Paul, agree on 90% of everything. IMO the most important consideration is electability vs Clinton",Positive
RT @JaxT0520: Done with @FoxNews after last nights #GOPDebate @megynkelly showed her true colors but @realDonaldTrump shined! #Trump2016,Positive
"RT @JohnKasich: Did tonight make you a fan of @JohnKasich? Be sure you take a moment and like our Facebook page: https://t.co/aBUNLgIgHG

#…",Positive
"RT @RWSurferGirl: Trump has got it right, nobody would talk about immigration, not untill be brought it up. #GOPDebate #GOPDebates",Positive
RT @renomarky: #GOPDebate was anything but a debate! Way to many on stage to make a true debate possible! Was 100% for ratings not🇺🇸s probl…,Negative
RT @ScottWGraves: F**K @realDonaldTrump and those who would actually abandon their conservative values in support of his ridiculous candida…,Negative
RT @renomarky: If you @megynkelly think that your question to @realDonaldTrump to begin #GOPDebate was FAIR &amp; BALANCED..... http://t.co/TKe…,Negative
"RT @jsn2007: ""The military is not a social experiment."" @GovMikeHuckabee Does that include women too? You have no idea. #gopdebates",Negative
Don't let Megyn's attack on Trump confuse you. #GOPDebate was a #FoxFix from the start. #FactsMatter http://t.co/OodjkuWCq6 via @HuffPostPol,Negative
RT @b140_tweet: Does this remind  you of #Trump's lips #GOPDebates http://t.co/Ph9L6DrInF,Negative
If you're a woman who supports R party please wake up and get informed. #GOPDebate,Negative
RT @kaylasmith4791: Really enjoyed everything @marcorubio had to say last night. #Rubio2016 #GOPDebate #AmericaOnPoint,Positive
This stinks so far. #GOPDebate,Negative
YOU GO HUCK. #GOPDebates #tcot,Positive
RT @groundgamehq: Nearly 50 Walker House Parties in SC tonight.  We got your back @ScottWalker  #GOPDebate #Walker16 http://t.co/yUpJdhwXjh,Positive
10 million people watched FOX #GOPdebate last nite &amp; there's 40 million people tuned in right now to find out what I thought about it..-Rush,Negative
RT @megynkelly: .@FrankLuntz focus group gives low marks to @realDonaldTrump saying he’d consider third party candidacy. #GOPDebate,Negative
"RT @ElizabethND04: Regardless of who we all vote for, let's be honest: Dr. Carson has had the most meaningful life of these people. God ble…",Positive
"@CarlyFiorina Magnificent at the first #GOPDebate. I support Ted Cruz as POTUS, but would support you as running mate or POTUS. HONESTY!",Positive
"Fifty-fifty% on ""the stupidity of the American voter"" .@RealBenCarson on @HillaryClinton at the #GOPDebate http://t.co/pkyjSglvFr",Positive
"RT @RWSurferGirl: I think Cruz and Trump need to band together and expose this set up job, and get rid of Bush and Rubio, 🇺🇸 #GOPDebate  #G…",Positive
RT @Gauchat: Hopefully we'll find out where God stands on the taxing-pimps issue. #GOPDebates,Negative
RT @RWSurferGirl: We the American people pick the next President of United States not FOX News 🇺🇸 #GOPDebate  #GOPDebates,Negative
RT @RWSurferGirl: After @GovChristie hugged Obama he doesn't deserve to be on the stage tonight. 🇺🇸 #GOPDebates  #GOPDebates,Negative
RT @RWSurferGirl: We the American people pick the next President of United States not FOX News 🇺🇸 #GOPDebate  #GOPDebates,Negative
RT @KLSouth: @FrankLuntz ...you have no credibility frank. #GOPDebate,Negative
"The moderators last night did a fantastic job. Started off awkward, but the actual questions were terrific. #GOPDebate #FoxDebate #FoxNews",Positive
RT @monaeltahawy: Perhaps they'll talk about racism if they're asked if God told them #BlackLiveeMatter #GOPDebates,Negative
@JohnKasich didn't back away from Ohio's #Medicaid expansion during last night's #GOPDebate.  Msg: Don't oppose expansion based on ideology.,Positive
RT “@TeaTraitors: #GOPDebate was still Clown Show! I'm glad Head Clown Trump helping destroy GOP. http://t.co/nwGx8G8JWr”,Negative
#GOPDebate Only 1 can b Potus however I see some really great cabinet choices.,Positive
RT @eiggamking: I wish these men valued black/female/immigrant/impoverished lives as deeply as they value a clump of cells #GOPDebate,Negative
"CDM @RWSurferGirl  9m9 minutes ago
Is it just me or does anyone else want to punch Chris Wallace in the face? #GOPDebate  #GOPDebates",Negative
RT @RWSurferGirl: Fox News is obviously trying to influence the makeup of the Republican field. 🇺🇸  #GOPDebate  #GOPDebates,Negative
@CarlyFiorina Runs Circles Around Chris Matthews Over Hillary’s Record https://t.co/KGwEXWjbsy @bassalid @FreeBeacon #GOPDebate,Negative
"Re: the #GOPDebate--@DennisPrager: ""The 2 Hispanics [Cruz and Rubio] did the best.""",Positive
"RT @GovernorPerry: ICYMI: Not just no, but ""hell no"" to the #IranDeal! #GOPDebate #Perry2016 #tcot https://t.co/KqhJdJCGWS",Negative
RT @bannerite: #GOPDebate and the clear Winner is http://t.co/zO63efHNQH,Positive
RT @RWSurferGirl: The candidates don't have to attack @realDonaldTrump Fox is doing it for them by stoping him from speaking. 🇺🇸 #GOPDebate…,Negative
#GOPDebate @JohnKasich your country doesn't make your top 3? #unpatriotic,Negative
Look at Jeb coming through with throwing GWB under the bus about the Iraq War. He needs to do this more often. #GOPDebate,Positive
"RT @RWSurferGirl: I think Cruz and Trump need to band together and expose this set up job, and get rid of Bush and Rubio, 🇺🇸 #GOPDebate  #G…",Positive
Yes Marco Rubio Actually Said The Iraq Invasion 'Was Not A Mistake' http://t.co/xRowKHyMm1 #GOPDebate http://t.co/vjMjdMByHV,Negative
Rubio is American Dream story. #GOPDebates,Positive
RT @Joy__Hart: The morning Joe crowd is giving Fiorina a false sense of intelligence. She is Sarah Palin with lighter hair #gopdebates,Negative
"RT @feministabulous: I don't always support everything Megyn Kelly says, but tonight she's my hero. http://t.co/QgwM5XG3F9 #GOPDebate http:…",Positive
RT @RWSurferGirl: Fox News is obviously trying to influence the makeup of the Republican field. 🇺🇸  #GOPDebate  #GOPDebates,Negative
RT @RWSurferGirl: FOX News won't admit who the Republican leader is right now I mean @realDonaldTrump only has a double-digit lead 🇺🇸 #GOPD…,Positive
RT @RWSurferGirl: Ask Trump a legitimate question. Look at Wallace's face when Trump nails it. 🇺🇸 #GOPDebate  #GOPDebates,Positive
"'President Donald Trump'. I like the way that sound. 
@realDonaldTrump 
#GOPDebate",Positive
RT @daveanthony: Chewbacca should be up there just roaring every once in a while.  Would fit right in.  #GOPDebate,Positive
RT @AmyMek: Amen @JohnKasich -&gt; You don't have to compromise convictions to be compassionate…. #GOPDebate http://t.co/NpI9JYZGVF,Positive
RT @Wilberforce91: One of my favorite things about the #GOPDebates is how many of these candidates I've seen in person. Thanks @LibertyU &amp; …,Positive
#FOXNEWS  #GOPDebates  @BenCarson OWNS this Debate when it comes to SMART,Positive
"RT @RWSurferGirl: @tedcruz and @realDonaldTrump need to take control of this debate,  they can do it, 🇺🇸 #GOPDebate  #GOPDebates",Positive
RT @alexandraheuser: GOOD POINT  Wait 'til you hear him in a SERIOUS Debate! #GOPDebate #FoxNews  https://t.co/IGhQI3LgH9,Positive
RT @RWSurferGirl: You would never know @realDonaldTrump  is the frontrunner from watching this debate. 🇺🇸 #GOPDebate  #GOPDebates,Positive
If I had to pick a winner from the #GOPDebate. #Kasich would be my first choice. Followed by #Rubio and #Christie,Positive
"RT @jfreewright: Last time I heard ""stupid"" &amp; ""idiot"" used so liberally in a debate was during a race for the president of my kindergarten …",Negative
RT @NeinQuarterly:My only complaint with the political culture of the present: the politics. The culture. And the present. #GOPDebate,Negative
Excellent post-GOP debate analysis from my friend @rmanning957 of @LimitGovt ... http://t.co/gIUogvMNNc #GOPDebate,Positive
"RT @MikeyBolts: ""What are you going to do about the veterans?""
""GOD LOVES US ALL"" 
""Thank you."" 
#GOPDebate",Negative
RT @DeborahPeasley: Multiple shots of Scott Walker nodding behind Ben Carson was one of the best parts of #GOPDebate. The real strength of …,Positive
Summary is the #GOPDebate: Status quo shit show,Negative
"RT @annmariebrok: If you watched the #GOPDebate last night, why not send $5 to @PPFA this morning? https://t.co/8fMW19EWp9 #ReproJustice #R…",Positive
"RT @FiveStarFlicks: I missed the #GOPDebate (driving The Mother Road) but I did take a very satisfying bowel movement in Bushland, Texas. h…",Positive
RT @LeahR77: Guess The Bush FIX WAS IN #GOPDebate ‼️ He Gets The Most Questions‼️ http://t.co/zuSRBs8QTa,Negative
"The #GOPDebate, In Five Clips http://t.co/SwmOKMQZTE From #DumbAndDumber...",Negative
"RT @rumpfshaker: Having attended @marcorubio &amp; @GovernorPerry's announcements, I assure you both mentioned illegal immigration as a priorit…",Positive
RT @Jamesyontrofsky: Jeb Bore...er...Bush is really a perfect GOP candidate. Boring Big Gov junior executive for ALL the Special Interests.…,Negative
"RT @RWSurferGirl: @tedcruz and @realDonaldTrump need to take control of this debate,  they can do it, 🇺🇸 #GOPDebate  #GOPDebates",Positive
"RT @RWSurferGirl: I think Cruz and Trump need to band together and expose this set up job, and get rid of Bush and Rubio, 🇺🇸 #GOPDebate  #G…",Positive
RT @bphill77: Do you believe in miracles?? I do! Kasich came to win. #GOPDebates,Positive
"RT @monaeltahawy: #GOPDebates misogyny no surprise considering 10 men on a stage, pontificating about our bodies #WhereRWomen http://t.co/L…",Negative
"RT @RWSurferGirl: It is very disappointing that Fox News is not conducting a ""Fair &amp; Balanced"" Debate. 🇺🇸 #GOPDebate  #GOPDebates",Negative
You can't believe a thing that comes out of Rubios mouth. #GOPDebate,Negative
RT @peddoc63: That's right @tedcruz Call Terrorists what they are! Islamic! You can't beat enemy if you don't identify who they are! #GOPDe…,Positive
RT @jeaniebgd: Donald Trumps loyalty is to America and the American people. Not to a political party. @GOP #GOPDebates #tcot #pjnet #MakeAm…,Positive
"RT @Lrihendry: #TedCruz As President, I will always tell the truth, and do what I said I would do.  #GOPDebates",Positive
RT @alainasmith_: Really impressed with Dr. Carson and Senator Rubio tonight #GOPDebate,Positive
"I was pretty impressed by Rubio, Kasich, and Cruz in the primetime debate last night. #GOPDebate",Positive
"@tweetreachapp Of course. It'd be cool to see which users ranked highest for #GOPDebate tweets, too. After all, we're the tweeters.",Positive
"RT @RWSurferGirl: I think Cruz and Trump need to band together and expose this set up job, and get rid of Bush and Rubio, 🇺🇸 #GOPDebate  #G…",Positive
"I'm impressed by @CarlyFiorina. She's classy, inspires confidence &amp; trustworthiness. Everyone saw her dominate ""happy hour"". #GOPDebate",Positive
RT @RWSurferGirl: The candidates don't have to attack @realDonaldTrump Fox is doing it for them by stoping him from speaking. 🇺🇸 #GOPDebate…,Positive
"Perfect,sweet to the point no time hogging. Go Rand! #GOPdebates",Positive
Very obvious last night that @FoxNews wants Bush to win. Gave him softballs all night long. #NoCredibility #GOPDebate,Negative
RT @RWSurferGirl: Fox News is obviously trying to influence the makeup of the Republican field. 🇺🇸  #GOPDebate  #GOPDebates,Negative
RT @minasmith64: You're behaving like a dumb #Feminist when you blame Misogyny for person's  response to your unwarranted attacks. #GOPDeba…,Negative
RT @ericstonestreet: Trump has Cam hands. #GOPDebates,Positive
RT @RWSurferGirl: You would never know @realDonaldTrump  is the frontrunner from watching this debate. 🇺🇸 #GOPDebate  #GOPDebates,Positive
"RT @4gen234: Cruz has had very little mic time, but he's made good use of his time. #GOPDebate #CruzCrew",Positive
RT @RWSurferGirl: Fox News is obviously trying to influence the makeup of the Republican field. 🇺🇸  #GOPDebate  #GOPDebates,Negative
"RT @BELUTHAHATCHIE: God, with usual sadism, seems to be telling multiple GOP candidates they have ""His"" vote. #GOPDebate",Negative
And the focus group post #GOPDebate was a liberal eyesore. @FrankLuntz your focus groups are a disgrace and do no  justice. #wasteoftime,Negative
"RT @BRios82: Not one word by @GOP Candidates about Income Inequality, Climate Change, Citizens United or Student Debt. #GOPDebate http://t.…",Negative
Watching the GOP debate this morning ( yes I missed it last night ) .....wow......just wow. O_o #GOPDebate,Positive
"RT @RWSurferGirl: I think Cruz and Trump need to band together and expose this set up job, and get rid of Bush and Rubio, 🇺🇸 #GOPDebate  #G…",Positive
@FoxNews @fxnopinion @foxnewspolitics Very good job by Fox News #GOPDebate,Positive
"Yes &amp; add I've got the best hair! RT @SalMasekela Rand Paul should have gone with, 'I've got curly hair!' and dropped the mic. #GOPDebates",Positive
"RT @monaeltahawy: Oh boy: ""social issues"" = GOP code for who can control women's bodies &amp; sexuality the most. Hold on tight, TwitterLand  #…",Negative
RT @JimSterling: Donald Trump. Literally a five-headed dragon. #GOPDebate,Negative
.@RealBenCarson is a class act #GOPDebate,Positive
John Kasich is the most decent one out of everyone. Good speech just now. #GOPDebates,Positive
"RT @Lrihendry: #TedCruz As President, I will always tell the truth, and do what I said I would do.  #GOPDebates",Positive
"RT @DougBenson: ""I'll stop illegal immigration by closing all the bridges."" -C crispie #GOPDebates",Negative
"The anti- @CarlyFiorina unit of the #Clinton Personal Destruction Force is now working 24/7, I'm sure. #GOPDebate https://t.co/p0dT5s5TIY",Negative
#Winning #CruzCrew 😎 Keep It Up! #TedCruz2016 #GOPDebate  https://t.co/uR7q4KjRfx,Positive
"""God gives me unconditional love, I'm going to give it to my family, my friends, and the people around me."" ~ Kasich #GOPDebate",Positive
"The #GOPdebate showed that the GOP candidates are out of touch with workers, women, people of color and basically anyone not rich.",Negative
RT @RWSurferGirl: Jeb Bush reminds me of elevator music. You hear it but you don't listen. 🇺🇸 #GOPDebate  #GOPDebates,Negative
"""Bring on @HillaryClinton because we need someone who is a grown-up."" @BarbaraBoxer on #GOPDebate",Positive
In #GOPDebate I was hoping to get a better sense of @CarlyFiorina.  I did and I liked what I saw.,Positive
Huckabee: 'The Military Is Not A Social Experiment' http://t.co/vV2lxN2U6k Agreed! #GOPDebate,Positive
If the #GOPDebates keep going like this- I won't even bother going to the polls. @GOP @Reince that's a promise! #GOPDebate #TrumpCruz2016,Negative
Enjoyed the #GOPDebates and am looking forward to the #DemocraticDebates next. http://t.co/PpxQQZFl1t j8p,Positive
Ah... I feel as if I'm going to be white shamed tomorrow. @pattonoswalt @kevin_nealon @CyrusMMcQueen #GOPDebates,Negative
RT @DonnieWahlberg: Enjoyed the #GOPDebates and am looking forward to the #DemocraticDebates next.,Positive
RT @GallagherPreach: It is just me or can anyone else not wait for SNL this weekend for the debate coverage? #GOPdebates #GOPdebate,Negative
@realDonaldTrump cries after the #GOPDebate The preschooler cant stand that a WOMAN brought him down. Hes a disgusting pig. #DropOutAsshole,Negative
RT @b140_tweet: Rip  #AnnRichards... She has it right.. We needed her for President #GOPDEBATES #STOPRUSH http://t.co/uw5AXjzMXC,Positive
"Republican debate, newspaper front pages: 

#FoxNewsDebate #GOPdebate #GOP http://t.co/hBnSjAncgp",Negative
"RT @RWSurferGirl: It is very disappointing that Fox News is not conducting a ""Fair &amp; Balanced"" Debate. 🇺🇸 #GOPDebate  #GOPDebates",Negative
RT @SarahHuckabee: .@USAToday calls @GovMikeHuckabee debate closing a “show-stopping zinger” #ImWithHuck #GOPDebate,Positive
RT @kimguilfoyle: Two great debates! Who were your favorites? Let me know your thoughts #GOPDebates #RoadTo2016,Positive
"RT @OnceUponALiz: I'm about as Bernie Sanders as they come, but my god, HOW is Marco Rubio not ahead of his race by 40+ points? #GOPDebates",Positive
RT @DLoesch: Trump says his ability to buy politicians is “an example of a broken system.” #GOPDebate,Negative
RT @Bnyutu: So @JohnKasich says we should respects all take care of the poor &amp; the sick ...Bad news he's Not getting the #GOP  nomination  …,Positive
"Use ""fewer"" when you can count it, ""less"" when you can't. Freshman Comp 1. Just saying… #GOPDebate #WhenPoliticiansSpeak",Negative
RT @DonnieWahlberg: Enjoyed the #GOPDebates and am looking forward to the #DemocraticDebates next.,Positive
"RT @EliseSchloff: Can someone tell the GOP it's not ""I-ran"".... #GOPDebate",Negative
“@BW_React: #GOPDebate verdict: @JohnKasich wins it. 74.5% positive sentiment. http://t.co/CpqJNwOL11”,Positive
RT @atlcav: All my faves did really well last night: @marcorubio @JohnKasich @RealBenCarson @CarlyFiorina  #GOPDebate  Rubio-Kasich ticket!…,Positive
#GOPDebates on Fox. Where else? The Sloth Network?,Negative
RT @DanaCortez: #megynkellydebatequestions like Effie from Hunger Games. #GOPDebate.😞 http://t.co/Sm74WVmMd3,Negative
RT @RWSurferGirl: Breaking: Brian Williams just handed Chris Christie a donut to calm him down. 🇺🇸 #GOPDebate #GOPDebates,Negative
"RT @Just_JDreaming: Fox to Presidential Candidates: So lets all talk about God for a second.
 
Founding Fathers:
Jesus: 
#GOPDebates http:/…",Negative
RT @sydneyvl24: Cautiously optimistic is how I feel the morning after. #GOPDebate,Positive
#GOPDebate hard to find so much disrespect for women coming from so many politicians at once. #astounding,Negative
"RT @RedStateDems: I can barely stay awake watching this thing, but I don't want to miss the Rose Ceremony. #GOPdebates http://t.co/XHsJ9d4Q…",Negative
"RT @RWSurferGirl: I think Cruz and Trump need to band together and expose this set up job, and get rid of Bush and Rubio, 🇺🇸 #GOPDebate  #G…",Positive
"RT @AmyMek: Conservatives are a people without a Network! 

#GOPDebate @FoxNews",Negative
@JohnKasich ate @JebBush's lunch last nite. You get the compassion and moderation without the Bush name. #Election2016 #GOPDebate,Positive
"RT @MarkDavis: #Perry, #Fiorina clips on #IranDeal are better than most answers being given in this debate #GOPDebates",Positive
My clear winners have been my favorites from day 1. @marcorubio &amp; @CarlyFiorina  #GOPDebate. I'd like to see both on 1 ticket. Thoughts?,Positive
"@billmaher - of all the things you can call Dr. Ben Carson the neurosurgeon... ""idiot"" is certainly not one of them. #BenCarson #GOPDebate",Positive
@realDonaldTrump thank u for ur support of Single Payer HC last night at the #GOPDebate. I hope ur supporters agree in it also! #obamacare,Positive
"RT @RWSurferGirl: Thanks Fox News, you're raising @realDonaldTrump 's ratings. 🇺🇸 #GOPDebate  #GOPDebates",Positive
"@FrankLuntz @megynkelly your ""focus group"" was a joke! Your takedown attempt of #Trump2016 was a huge fail! Trump won #GOPDebate easily!",Positive
HA! Hahahahahaha! Ha ha ha ha!  .@RealDonaldTrump was beat up and got his ass handed to him BY A WOMAN - .@MegynKelly FTW!!! #GOPdebates,Negative
@Deb_Libby Half the Republican base has dementia. They probably found it riveting (when not confusing the TV w/the toaster). #GOPDebate,Negative
Rubio is by far the best speaker.  #GOPDebates,Positive
RT @oftenimprudent: I wish we could teach teenage girls to love themselves as much as Donald Trump loves himself. #GOPdebate,Negative
"Hilarity aside, the #GOPDebates make me weep for #Vaginas nationwide.",Negative
"RT @MikeDrucker: ""If you elect me, I'll be the best comic book villain president you've ever seen!"" - Donald Trump #GOPDebate",Negative
@YoungPros4Rubio @RickCanton  RUBIO awesome response on pro life #GOPDebates #Rubio2016,Positive
"A Foxy, Rowdy Republican Debate #GOPDebate Questions too long &amp; loaded. Debate between candidates was more informing. http://t.co/rRqNTAAK3X",Negative
RT @MichelleDBeadle: It's like satire had relations with sketch comedy.  #GOPDebate,Negative
RT @libertygirlNH: BOOM! Ted Cruz rocked his closing statement. #GOPDebate b,Positive
"RT @MelsLien: And the winner of tonight's #GOPDebate was: Me, for making it through the #GOPdebate.",Positive
RT @ThePatriot143: Rosie O’Donnell To Donald Trump: 'Try Explaining That 2 UR Kids': Like Explaining They Have 2 MOMs? #GOPDebate  http://t…,Negative
RT @RWSurferGirl: Ask Trump a legitimate question. Look at Wallace's face when Trump nails it. 🇺🇸 #GOPDebate  #GOPDebates,Positive
"@slone @instapundit There are actually people angry that the candidates were asked real questions?  Seriously?
#GOPDebate",Positive
RT @RWSurferGirl: The candidates don't have to attack @realDonaldTrump Fox is doing it for them by stoping him from speaking. 🇺🇸 #GOPDebate…,Negative
"@FoxNews @megynkelly @BretBaier court @realDonaldTrump to boost their ratings, but try to undermine him at the #GOPDebate #TheDonaldOnTop",Negative
RT @RWSurferGirl: Jeb Bush reminds me of elevator music. You hear it but you don't listen. 🇺🇸 #GOPDebate  #GOPDebates,Negative
RT @RWSurferGirl: Ask Trump a legitimate question. Look at Wallace's face when Trump nails it. 🇺🇸 #GOPDebate  #GOPDebates,Positive
RT @RWSurferGirl: A big problem facing Democrats will be how to get Hillary sober long enough for her to debate? #toot #GOPDebates,Negative
Best thing about last night's #GOPDebate? Following along w @latinovictoryus hashtag #LatinosListen. Gr8 comments by engaged Latino voters.,Positive
"RT @YaakovSchapiro: My #GOPDebate analysis, 3) Scott Walker = I expected more charisma, ideas &amp; solutions, Still has a strong chance, Might…",Positive
RT @JoshKlemp: Lame question for Trump... Megan Kelly @FoxNews #GOPdebate #FoxDebate @JohnDePetroshow,Negative
GOP Debate News - Trump Shocks GOP Faithful http://t.co/H5XBIbvgST  #DonaldTrump  #GOPDebate http://t.co/F9Yh5LaFMu,Negative
Muting that #hashtag almost broke my #twitter #263removed #GOPDebates  #willmytweetbemuted?,Negative
RT @RWSurferGirl: We the American people pick the next President of United States not FOX News 🇺🇸 #GOPDebate  #GOPDebates,Negative
RT @queenaeIin: GOOD GOD YALL WE'RE DONE GOIN TO CHURCH #GOPDEBATE,Negative
RT @RWSurferGirl: Why doesn't Chris Wallace ask the other politicans about their finances and where their money comes from? 🇺🇸 #GOPDebate  …,Negative
RT @RWSurferGirl: The candidates don't have to attack @realDonaldTrump Fox is doing it for them by stoping him from speaking. 🇺🇸 #GOPDebate…,Negative
"RT @Lrihendry: #TedCruz headed into the Presidential Debates. GO TED!! 

#GOPDebates http://t.co/8S67pz8a4A",Positive
"1st #GOPDebate--Encouraging to see several candidates express their faith in God and His Son, Jesus Christ. http://t.co/6ZjWBXBPse",Positive
RT @RWSurferGirl: Why should @realDonaldTrump pledge support to the GOP when the establishment sold out to Obama? #GOPDebate  #GOPDebates 🇺🇸,Positive
Mood after #GOPDebate http://t.co/404gmXjf64,Negative
Love that Gov Christie gave it to Rand Paul. #GOPDebate,Positive
"There is a time for attacks, I guess, but the real conversation should be on issues not ""I'm better than so-&amp;-so"" #CanIGetAnAmen #GOPDebates",Negative
That moment when you graduated from High School so you can watch the #GOPDebate and #DonaldTrump :)),Positive
RT @DemsRRealRacist: Trump keeps trying to make definitive statements when the #GOPDebate is actually for mealy-mouthed hemming and hawing.…,Positive
"RT @RWSurferGirl: I think Cruz and Trump need to band together and expose this set up job, and get rid of Bush and Rubio, 🇺🇸 #GOPDebate  #G…",Positive
"#Trump lowered the bar for #Jeb, who smacked his head into it  #GOPClownCar #GOPDebate",Negative
Conservatives CANT POSSIBLY Support a Candidate that DONATED TO HILLARY- EVER-this is ASININE #tcot #ccot #GOPDebate #RedNationRising #PJNET,Negative
RT @RWSurferGirl: Fox is cherry picking the candidates. Jeb gets the softball questions. 🇺🇸 #GOPDebates  #GOPDebates,Negative
"RT @katestratton3: @missumuggins @tak31523 THANKS @GovMikeHuckabee Who SpokeOut 
at #GOPDebate for US #Hostages in #Iran #FreeAmirNow+3 htt…",Positive
RT @JoeTheMailman: #GOPdebate ~ OMG !!! Now @megynkelly seeks approval from Liberal quack--&gt; Debbie Wasserman Schultz??? http://t.co/ZjrbnU…,Negative
".@realDonaldTrump Aww, does him have a sad because he thinks the Fox News reporter was mean during the debate? #GOPDebate #DonaldTrump",Negative
THAT was the Trump I was expecting.  #Delivered    #GOPDebates,Positive
"RT @SupermanHotMale: Scott Walker: Don't do business with Iran, just the crooked Koch Brothers... Way to go Dickhead Walker #GopDebates",Negative
Rand Paul has my vote #GopDebates #RandPaul,Positive
RT @k_mcq: I’d say it was the opposite. Megan Kelly acted like some SJW on Tumblr whining about feminism. Very sad. #GOPDebate  https://t.c…,Negative
"RT @RWSurferGirl: Thanks Fox News, you're raising @realDonaldTrump 's ratings. 🇺🇸 #GOPDebate  #GOPDebates",Positive
"RT @wokkitout: The names you call women is not about being politically correct, it's about showing respect  @realDonaldTrump #GOPDebate",Negative
Ted Cruz couldn't be president of his own tree fort #GOPDebates,Negative
"RT @alexandergold: No one is actually voting for these idiots, right? This is just a fun event for SNL? #GOPDebate",Negative
RT @RWSurferGirl: Ask Trump a legitimate question. Look at Wallace's face when Trump nails it. 🇺🇸 #GOPDebate  #GOPDebates,Positive
Safe to say that Darwin used #PoliticalCorrectness to protect #slavery and hide his #racism #GOPDebate #tcot  https://t.co/okLUA3ZppC,Negative
RT @CaseyWertz_: .@FoxNews How much did the rest of the group pay you to give them real questions and give .@realDonaldTrump bullshit quest…,Negative
RT @IvankaTrump: At the #GOPdebate in support of my amazing father. I am very proud of you @realdonaldtrump!… https://t.co/9bQju4zofb,Positive
RT @JimKilbane: #unions #teamsters #walker16 #GOPDebate here's the facts. Check them out. http://t.co/tg2eIAbIfM,Positive
"I didn't see a clear winner in the 9:00 #GOPDebates but several had some good moments; Ben Carson, Ted Cruz.  Didn't think Trump did well.",Positive
RT @Thomasismyuncle: Good question by Chris Wallace... Cons better learn how to battle these stereotypes #GOPDebate,Positive
RT @hragv: This is not a debate. #GOPDebate,Negative
Chris Christie seems pretty chill. #GOPDebate,Positive
"If the #GOP wins in 2016, @JohnKasich would be my hope. Loved what he said about a balanced budget &amp; moving passed gay marriage. #GOPDebate",Positive
@RealBenCarson was my early favourite until he compared taxes to tithing. Keep religion out it out dude! #GOPDebate,Negative
@schmitte @RunningQuack93 @kendallclb it was indeed a good source of laughter and concern. #GOPDebate #OMGOP,Negative
The most truthy analysis of the #GOPDebate last night was when @ChrisStirewalt quipped the @realDonaldTrump had a 'HoneyBadger' attitude.,Negative
"RT @Polarinski: I have no doubt #CarlyFiorina has the stones to lead this country in a better direction.
 #GOPDebate",Positive
RT @Wilberforce91: One of my favorite things about the #GOPDebates is how many of these candidates I've seen in person. Thanks @LibertyU &amp; …,Positive
Can't wait to see which Lannister they kill off in the next episode of #GOPDebate http://t.co/L6Wv7VkMk0 via @someecards,Negative
RT @luchadora41: Trump: ‘I Would’ Shut Down the Gov’t to Defund Planned Parenthood and Obamacare http://t.co/XiwhA8kjf7 Woot! #GOPDebate,Negative
"RT @RWSurferGirl: It is very disappointing that Fox News is not conducting a ""Fair &amp; Balanced"" Debate. 🇺🇸 #GOPDebate  #GOPDebates",Negative
"In 3pm #GOPDebate, Fox ""News"" asked a REAL softball of a question: 2 words to describe Hillary. ALL SEVEN answered with more than two words.",Negative
RT @PolicingWatch: It's quite entertaining to read other countries' headlines of #GOPDebate vs American ones. The sensibility elsewhere giv…,Positive
RT @RWSurferGirl: So @megynkelly posed for adult pictures.should we bring that up? #GOPDebate  #GOPDebates,Negative
@GovChristie gave the only intelligent answer on entitlements last night and he only got 65% of it right. #GOPDebate,Positive
"RT @SnarkyDemo: What did the #GOPDebate teach us about a future President Trump?  America probably won’t be safe, except if we’re attacked …",Negative
Did you know that @CarlyFiorina graduated from #Stanford #UofMaryland AND #MIT? I didn't -but know now! #Impressive #2ndLook #GOPDebate,Positive
RT @Desdemona4U: It was unfathomable that @megynkelly would ask Wasserman-Schultz to do a postmortem on the #GOPDebates. #SURREAL https://t…,Negative
"RT @RWSurferGirl: I think Cruz and Trump need to band together and expose this set up job, and get rid of Bush and Rubio, 🇺🇸 #GOPDebate  #G…",Positive
"Breaking news: Is @realDonaldTrump buying #FoxNews? Sources say that would be hilarious
#trump
#GOPDebate",Negative
#GOPDebate When you're talking about the refs after the game they probably fucked up the calls. @FoxNews blew it big time.,Negative
"RT @MattyIceAZ: Ben Carson doubts Hillary will be the nominee because the rapture is coming very, very soon. #GOPDebate",Negative
@LeviGolden Agree. Carson was very compelling when given the chance. #GOPDebate,Positive
"I just to say this #GOPDebates #DonaldTrump is like a bully on a playground, all talk! We know what's wrong, #howdowefixit",Negative
"RT @RWSurferGirl: Trump has got it right, nobody would talk about immigration, not untill be brought it up. #GOPDebate #GOPDebates",Positive
